CUSTOMER_REVIEW,CELEBRITY_REACH,COMPETETION,INNOVATION,QUALITY,TRANSPARENCY,COMMUNICATION,TARGET_GROUP,FREQUENT_REMINDERS,IMPACT_RATE,DESCISION_MAKING
10,2,54,6,1,5,4,62,1,59.29175,1
1,2,17,6,8,2,6,92,5,70.6045,1
10,1,3,6,2,3,4,72,1,39.668,0
7,0,29,6,10,1,6,37,2,42.169,0
1,1,49,2,10,4,4,49,4,62.49375,1
9,2,73,2,3,2,1,40,4,52.98225,1
6,0,2,10,5,3,1,60,3,31.37825,0
8,2,74,3,2,3,5,96,3,91.40475,1
3,2,8,4,6,5,5,17,5,26.30525,0
7,2,77,10,3,1,4,82,5,82.31425,1
8,2,22,9,9,1,6,20,1,25.469,0
8,2,71,9,1,2,5,70,4,74.59925,1
7,1,58,3,1,2,1,79,2,66.365,1
8,1,79,10,8,3,4,47,2,65.1025,1
1,1,52,4,8,5,4,98,2,87.506,1
5,0,3,3,7,5,2,61,3,39.2615,0
3,1,59,3,7,1,3,62,1,64.93925,1
10,0,47,2,10,5,3,34,4,46.01025,0
4,0,37,9,8,2,4,12,3,31.476,0
9,2,27,9,4,1,3,57,2,39.75075,0
9,2,6,2,1,1,4,40,3,25.657,0
9,2,6,2,2,1,6,35,1,25.98975,0
4,0,37,7,3,3,1,66,1,51.94375,1
1,0,81,3,10,5,1,14,4,54.57425,1
6,0,100,6,4,5,2,58,5,83.5835,1
4,2,98,5,7,3,6,14,3,66.0015,1
7,2,87,10,5,5,6,91,2,96.92975,1
2,0,70,2,7,4,3,66,3,78.10725,1
7,0,64,1,6,2,3,33,4,53.6495,1
2,1,93,7,9,4,5,65,3,90.7175,1
2,2,15,10,1,4,6,52,1,44.313,0
9,1,15,2,7,5,6,52,2,44.4035,0
9,0,93,1,10,3,3,8,4,54.26475,1
1,0,67,6,3,3,6,97,3,97.52025,1
8,2,26,3,8,3,6,35,4,40.68275,0
10,2,30,3,1,5,3,21,4,27.7405,0
6,1,13,5,3,1,3,28,2,22.5605,0
8,0,56,10,2,3,3,95,5,79.22,1
7,1,49,10,10,5,3,100,4,80.04525,1
6,0,51,10,4,3,2,61,4,58.18525,1
8,1,56,6,6,5,5,44,5,59.51625,1
3,1,51,5,1,5,1,60,2,58.00425,1
5,2,91,9,9,3,4,70,2,84.6455,1
2,2,90,2,6,4,6,68,5,94.7835,1
9,0,36,2,6,5,6,42,3,50.89925,1
5,0,9,9,6,4,5,30,1,28.35525,0
1,2,98,10,8,3,3,74,4,92.25175,1
1,2,97,2,6,3,4,16,4,66.2135,1
2,0,8,3,5,3,3,20,5,24.933,0
3,2,10,6,7,5,1,20,2,17.251,0
7,1,84,8,4,1,6,44,5,72.1025,1
4,2,78,10,4,1,2,48,1,60.289,1
1,0,15,6,6,3,1,12,4,19.0195,0
8,0,57,8,10,3,4,11,4,39.39125,0
7,0,22,10,8,1,6,100,2,69.84775,1
5,0,31,7,2,4,5,97,4,75.94275,1
4,1,8,10,7,2,5,37,1,29.7115,0
9,2,19,2,2,4,5,38,5,36.9215,0
5,0,58,2,10,4,1,23,1,42.19475,0
5,2,98,1,8,4,1,69,2,84.0285,1
10,2,62,6,1,3,3,87,3,73.97125,1
1,1,13,6,7,3,2,76,2,50.902,1
4,1,48,5,9,1,3,5,1,29.06825,0
1,2,54,2,4,2,5,92,3,85.27625,1
2,2,32,4,8,4,1,13,5,27.3635,0
8,2,21,5,6,2,1,14,5,15.722,0
6,0,70,9,1,1,3,55,3,64.0255,1
4,1,37,9,3,3,4,87,2,68.5365,1
5,1,92,4,4,4,4,75,4,91.851,1
7,2,55,2,7,4,3,85,4,75.57375,1
5,0,47,7,8,2,1,34,1,39.33075,0
4,0,86,1,7,2,6,43,4,78.442,1
7,0,71,9,6,2,5,12,5,48.81125,0
9,2,46,9,4,3,4,44,2,45.7695,0
9,2,39,2,5,4,4,35,5,43.16875,0
7,2,3,8,6,3,5,75,1,44.7815,0
2,1,32,1,1,4,5,77,2,67.72325,1
4,2,95,8,5,4,6,81,2,97.9145,1
2,0,30,1,6,3,4,68,2,60.82925,1
3,1,18,6,10,5,4,92,2,66.156,1
8,2,12,8,9,3,2,39,2,24.33975,0
4,0,64,2,6,2,2,86,1,78.602,1
3,0,63,9,5,2,6,88,4,88.73,1
5,1,64,2,3,1,1,1,5,32.77775,0
3,2,24,10,10,5,1,3,5,16.69075,0
2,0,45,9,5,5,4,29,2,46.70675,0
8,0,35,9,10,4,3,18,1,28.354,0
4,1,73,2,4,2,1,55,4,65.8625,1
8,2,79,10,8,5,5,97,1,92.82425,1
3,0,18,5,7,3,5,12,1,25.63225,0
9,1,90,5,8,1,5,27,5,63.86325,1
9,1,77,10,1,2,2,85,4,78.5185,1
10,0,93,9,6,4,1,56,1,69.241,1
4,0,29,3,9,2,1,75,3,55.64925,1
8,2,38,6,5,4,4,58,3,52.56175,1
5,1,27,9,8,1,4,37,4,37.896,0
9,2,58,4,6,3,2,20,5,38.94375,0
3,2,100,9,3,1,3,85,1,93.09675,1
8,0,53,1,7,5,6,30,1,52.51925,1
7,1,88,6,5,4,5,37,4,70.38025,1
6,1,27,2,7,5,1,21,5,28.03575,0
5,2,51,4,7,5,6,5,2,39.02525,0
4,0,15,1,1,3,1,60,3,41.48425,0
8,0,6,1,8,3,1,41,2,24.27075,0
10,2,57,7,7,5,6,70,4,72.06575,1
5,0,72,8,3,4,4,74,1,78.9755,1
10,0,38,2,3,3,1,31,4,33.40425,0
2,1,76,10,6,5,1,44,3,62.41775,1
7,0,93,1,10,2,4,10,1,56.00375,1
10,0,79,1,1,1,4,1,1,40.29625,0
5,1,98,4,7,4,1,54,3,76.95575,1
1,1,19,3,8,5,1,75,3,54.3915,1
1,0,57,5,8,3,4,24,3,51.64925,1
10,0,39,7,3,3,3,87,5,66.39625,1
3,2,10,10,6,1,1,70,1,37.99475,0
2,2,19,10,5,2,4,39,2,35.0185,0
6,2,100,8,1,3,4,26,1,63.87675,1
7,2,93,6,1,3,4,10,1,52.07375,1
4,2,13,7,2,3,3,37,5,30.9395,0
1,1,90,10,5,1,2,76,4,86.37125,1
9,0,49,8,2,1,6,60,2,60.3175,1
6,1,60,8,7,3,6,88,3,84.4325,1
4,0,43,5,6,3,1,85,2,66.438,1
3,1,10,1,9,4,1,64,2,42.021,0
5,1,18,8,7,1,4,41,1,33.46975,0
6,2,86,1,9,2,4,12,5,55.603,1
1,1,4,9,4,1,3,26,2,20.15525,0
9,0,78,10,8,5,4,54,1,69.05525,1
4,0,67,9,1,5,2,73,3,74.24475,1
6,0,77,6,3,4,5,50,3,72.5375,1
8,0,43,10,3,4,4,1,4,26.699,0
8,1,64,8,8,1,1,75,5,67.37275,1
1,0,6,4,5,3,6,93,4,67.9255,1
4,1,22,1,9,4,2,73,2,53.78325,1
10,1,30,9,5,5,1,92,1,57.31675,1
9,1,99,6,1,2,6,39,3,74.46,1
9,0,34,5,5,5,4,92,5,71.91925,1
10,2,7,4,4,5,1,3,3,2.37825,0
5,2,87,3,2,3,1,71,2,77.64475,1
10,2,6,10,7,5,4,56,3,34.34325,0
10,0,7,5,7,3,4,36,3,26.49325,0
1,1,72,4,9,4,6,39,4,71.94125,1
3,2,50,1,8,3,4,22,2,44.196,0
5,1,16,9,7,5,4,62,3,47.54,0
8,2,76,7,10,3,2,7,5,41.25675,0
2,2,22,3,8,1,1,58,1,40.79275,0
3,1,77,4,2,5,2,45,1,64.53925,1
4,0,26,6,10,4,1,14,1,21.7925,0
9,0,69,6,4,2,6,68,5,78.003,1
6,0,99,6,1,3,5,66,2,89.551,1
5,2,71,4,3,1,6,76,1,81.03375,1
9,1,96,4,8,4,3,63,1,80.325,1
5,2,3,4,3,3,3,44,3,28.44975,0
9,2,56,6,10,5,2,31,3,43.46425,0
8,2,99,7,3,4,1,83,5,89.14075,1
9,1,9,3,1,2,6,97,4,63.04875,1
6,2,35,6,7,3,6,87,5,73.1895,1
2,1,17,8,3,4,6,96,2,70.62475,1
6,2,67,7,6,1,3,52,1,58.847,1
6,2,34,6,6,3,6,8,2,29.413,0
3,2,45,7,7,1,3,37,1,43.128,0
6,2,46,8,5,1,4,7,1,27.28475,0
4,1,62,9,6,4,5,45,5,64.4805,1
4,2,74,2,9,2,2,46,4,63.58375,1
6,1,17,7,7,3,1,95,4,57.6695,1
7,2,3,8,3,2,3,12,3,8.33075,0
3,0,12,9,7,3,6,63,4,52.39725,1
3,2,18,10,9,4,5,81,3,60.3805,1
8,2,93,3,5,5,6,94,1,101.93075,1
2,2,19,7,2,4,5,74,5,59.6265,1
2,0,16,1,8,3,5,30,5,39.30525,0
3,1,23,3,4,4,5,60,3,54.39,1
10,1,85,3,10,2,4,82,4,87.72025,1
2,1,52,6,7,2,2,73,3,67.272,1
5,1,76,2,7,2,4,86,1,87.07375,1
6,0,11,7,10,1,4,43,1,32.006,0
1,0,91,4,1,1,5,16,1,62.31775,1
7,0,11,7,8,1,4,62,5,43.89175,0
7,2,34,6,4,3,6,96,4,75.36325,1
6,0,59,10,1,1,3,54,4,58.719,1
10,0,34,2,8,3,3,85,4,64.4025,1
3,0,72,2,7,1,4,78,5,86.017,1
6,2,83,6,2,5,1,33,1,55.03325,1
1,2,28,2,2,2,6,30,5,44.29125,0
6,0,89,2,5,1,2,51,5,73.16,1
9,0,29,9,1,1,3,92,3,61.0795,1
2,1,80,6,5,1,4,19,5,57.72,1
9,1,4,8,7,3,3,5,3,5.79125,0
4,1,34,3,9,1,4,76,2,62.62375,1
8,1,76,2,1,3,1,26,2,47.839,0
5,0,11,7,8,2,5,90,1,59.73175,1
6,2,26,3,2,4,6,93,3,71.40125,1
7,1,71,3,4,5,1,50,3,60.9855,1
7,1,46,10,4,1,3,26,1,34.3095,0
10,2,5,6,6,3,3,9,3,7.06175,0
5,0,67,4,9,1,1,3,1,33.23025,0
4,2,76,2,10,2,3,87,3,87.242,1
7,0,87,3,1,2,1,52,2,67.2565,1
6,2,53,4,1,3,6,43,4,58.116,1
10,2,10,9,9,3,2,81,5,45.507,0
9,2,49,5,7,3,2,38,3,42.1805,0
1,0,57,10,3,4,2,35,1,49.91025,0
5,0,52,2,3,3,5,94,5,86.1915,1
1,0,1,2,1,4,3,28,3,25.45625,0
1,0,19,3,5,1,6,88,1,68.0575,1
9,2,37,2,7,5,6,44,1,49.06375,0
9,1,30,8,3,1,4,77,5,57.18675,1
4,0,59,9,7,5,5,84,4,84.21675,1
10,2,40,10,6,3,2,9,3,20.397,0
5,0,19,1,4,5,5,72,3,59.35875,1
2,0,76,9,9,2,6,29,1,63.4615,1
3,2,36,9,5,5,4,62,4,58.30075,1
5,0,45,6,5,5,3,14,5,37.64675,0
4,1,48,8,5,3,1,63,2,55.45,1
3,0,23,3,10,2,1,45,2,37.43725,0
3,0,27,2,4,3,1,11,3,22.819,0
5,2,42,2,8,5,2,5,2,26.75925,0
9,2,54,3,10,4,2,48,3,51.49,1
3,0,15,10,1,4,6,84,2,62.72525,1
3,0,77,8,5,5,5,92,3,97.03275,1
3,2,61,1,7,3,1,9,3,36.8675,0
3,2,22,1,4,1,1,5,2,13.4845,0
6,2,83,5,3,1,1,55,3,65.49625,1
7,0,77,10,8,3,3,43,5,64.0245,1
1,1,55,8,9,1,1,74,2,65.9845,1
2,0,20,5,3,5,2,77,4,57.7245,1
10,1,49,3,6,1,5,78,2,67.76075,1
8,0,70,7,10,2,2,23,1,44.67725,0
6,1,7,8,1,5,1,38,1,21.42925,0
4,1,28,1,5,1,4,31,4,38.17125,0
5,0,36,5,5,5,3,49,1,48.57825,0
10,2,55,4,8,4,5,20,3,42.65425,0
1,0,18,2,7,5,5,55,3,53.4255,1
2,1,46,6,6,2,1,80,1,64.12975,1
6,1,40,4,2,4,4,83,5,70.79925,1
8,1,5,2,2,2,2,40,5,25.0215,0
8,1,99,1,9,1,1,8,5,51.832,1
4,0,88,3,6,1,1,85,2,87.14425,1
9,1,69,2,7,1,1,81,2,71.4265,1
4,2,95,6,8,2,1,29,4,61.30275,1
3,0,19,3,10,4,5,3,4,25.57425,0
3,2,45,6,7,4,2,55,2,53.53325,1
1,1,36,8,3,2,3,5,1,24.74875,0
9,0,94,7,8,4,2,87,5,92.7545,1
7,0,3,8,7,3,4,48,1,30.69775,0
3,0,52,5,7,4,3,76,2,72.12625,1
8,1,52,7,5,2,1,50,3,47.78175,0
10,1,61,6,10,1,2,22,5,40.0095,0
8,2,3,6,1,5,5,84,5,53.183,1
10,1,45,1,3,2,3,21,1,32.2135,0
9,0,78,5,9,3,3,60,2,70.99125,1
9,1,67,7,9,3,3,5,5,38.10375,0
3,0,15,8,5,1,3,22,4,24.70825,0
4,1,49,3,5,3,4,41,5,55.0145,1
7,1,42,10,6,5,5,5,5,32.2365,0
10,1,1,6,5,2,3,47,4,25.65125,0
10,2,38,6,5,3,5,58,4,53.17875,1
7,1,66,5,1,1,4,28,4,50.6105,1
4,0,64,3,8,2,5,83,5,86.69025,1
9,1,26,2,7,5,2,62,5,48.48375,0
1,0,76,10,7,5,4,47,5,73.971,1
2,1,54,2,10,1,4,18,3,45.09125,0
6,1,51,7,4,3,5,91,1,77.83225,1
8,1,72,6,9,4,6,81,4,87.348,1
9,1,95,5,1,4,5,81,2,93.04275,1
2,2,86,10,10,1,6,43,3,74.2405,1
3,2,45,9,3,4,3,48,1,49.8435,0
6,1,23,3,7,2,6,26,2,34.733,0
9,0,11,10,1,2,4,85,2,50.65625,1
7,0,64,1,6,3,1,26,2,44.8335,0
5,1,64,4,2,4,5,60,3,71.823,1
6,1,73,3,9,5,6,27,4,63.216,1
6,0,92,5,6,5,5,2,5,57.94075,1
2,0,56,10,10,5,2,80,4,75.888,1
6,0,6,9,7,2,5,85,5,56.3395,1
8,2,89,7,5,2,5,62,4,80.23925,1
6,2,37,8,3,3,1,36,2,33.4,0
4,0,63,6,3,1,6,63,3,74.1575,1
7,1,27,3,6,3,1,30,2,27.611,0
9,2,84,3,1,5,4,52,2,71.01775,1
9,1,59,8,6,4,3,25,1,41.47475,0
7,1,85,10,6,2,6,47,3,72.93125,1
9,1,35,4,10,4,3,54,3,48.31325,0
1,0,64,5,8,2,6,11,3,51.9125,1
1,2,54,4,1,4,4,3,5,39.1415,0
7,2,95,10,7,4,6,71,1,89.17975,1
10,1,39,6,1,5,2,55,3,46.66625,0
6,2,9,3,8,1,1,69,3,38.5875,0
6,0,94,3,6,4,3,70,1,86.40825,1
1,0,18,4,1,3,6,10,1,27.907,0
6,0,3,7,6,2,2,38,2,22.221,0
8,2,24,10,8,3,5,20,5,28.4115,0
9,0,57,6,7,2,1,96,3,74.65575,1
7,1,52,3,5,4,1,7,5,30.6575,0
8,0,73,1,7,1,2,54,4,65.22125,1
5,1,93,8,4,4,1,34,1,61.01525,1
1,0,45,8,6,1,2,28,1,39.3825,0
2,0,1,3,10,2,1,49,3,30.567,0
5,1,87,1,10,2,5,32,5,70.4855,1
6,0,37,3,6,5,1,91,3,67.9135,1
10,2,30,8,7,1,5,58,2,45.96075,0
1,0,100,5,10,5,2,15,2,64.1695,1
9,2,47,7,9,3,1,26,4,33.279,0
5,1,13,2,3,3,5,2,4,18.262,0
10,2,1,1,7,2,6,77,3,47.76025,0
5,1,59,10,2,4,3,59,1,61.11825,1
3,1,15,1,5,5,5,32,1,36.00825,0
8,0,23,3,9,3,2,69,4,50.13525,1
7,1,48,8,3,1,2,3,1,21.69775,0
5,0,38,7,2,2,3,24,5,36.5615,0
4,1,97,6,5,3,6,70,2,94.03575,1
4,0,99,6,9,3,2,3,5,55.523,1
3,0,52,9,10,5,1,41,2,49.579,0
3,2,90,5,10,2,4,13,1,56.2045,1
8,0,72,4,2,1,2,100,3,86.116,1
7,0,68,5,7,4,3,91,1,83.50975,1
4,1,38,9,1,3,6,63,4,62.28275,1
6,0,33,10,5,4,2,78,5,59.998,1
6,2,51,3,6,1,4,61,2,60.0435,1
1,2,9,7,3,4,6,28,3,32.6265,0
2,1,51,2,5,4,3,66,2,67.00425,1
10,1,95,8,2,1,5,91,2,94.411,1
10,0,95,1,9,2,6,69,3,90.80375,1
5,0,85,7,2,2,1,4,1,41.22875,0
8,0,8,5,3,3,6,23,2,24.912,0
1,0,57,7,2,5,5,63,5,75.58275,1
3,1,46,6,4,4,6,39,2,55.0135,1
8,0,81,10,9,1,3,69,2,74.8725,1
3,2,90,4,8,3,3,62,2,80.89575,1
9,1,36,7,8,5,1,26,4,30.29175,0
2,1,72,5,6,5,1,15,3,47.078,0
5,2,67,9,5,3,1,79,3,71.524,1
3,0,2,8,8,1,1,95,2,50.65875,1
5,0,36,6,10,5,4,37,1,44.91375,0
9,2,95,5,5,3,2,81,2,85.359,1
3,0,78,8,9,5,4,20,3,58.6785,1
9,2,47,4,9,1,5,42,1,47.36725,0
5,1,80,4,4,2,6,91,4,97.267,1
8,0,67,4,9,1,3,60,3,66.173,1
3,0,30,10,8,3,6,73,1,63.64125,1
8,1,42,9,8,3,6,43,4,51.5635,1
3,2,55,10,2,4,6,95,2,85.7835,1
2,2,73,3,7,4,4,53,1,71.21575,1
4,0,88,2,9,4,5,1,3,56.15625,1
4,2,29,1,8,2,3,11,3,25.531,0
6,0,13,1,8,3,6,74,3,57.962,1
3,2,57,10,10,5,3,83,3,76.5915,1
3,1,96,3,6,4,2,79,5,94.45875,1
2,2,19,9,9,2,6,36,2,38.66875,0
3,1,17,5,9,2,6,47,5,47.14075,0
9,2,79,7,1,2,6,24,1,54.2995,1
7,1,86,3,6,4,4,11,2,53.30725,1
4,1,97,3,9,4,1,6,1,51.4975,1
5,2,25,6,10,4,3,65,4,51.6565,1
4,2,69,3,6,5,4,96,2,91.275,1
9,2,63,7,3,3,6,28,1,49.7015,0
1,0,60,5,2,1,2,5,4,37.4445,0
3,2,43,1,7,5,1,46,3,48.8195,0
5,0,53,2,2,4,2,95,1,78.101,1
2,2,94,2,3,5,2,90,5,99.67925,1
4,2,50,4,4,3,4,13,2,37.273,0
9,0,51,4,8,3,6,64,4,68.4165,1
10,0,22,5,5,2,6,70,3,54.5955,1
8,1,9,8,4,4,2,23,2,15.656,0
4,0,9,10,7,1,2,29,3,21.322,0
8,0,73,6,2,3,1,73,3,71.30875,1
8,2,58,4,8,3,6,62,3,68.8505,1
6,0,3,1,2,4,3,71,1,43.447,0
4,2,85,7,1,5,1,18,4,51.77875,1
6,1,79,10,4,1,1,74,2,72.1405,1
2,0,77,9,6,3,5,54,4,77.3655,1
9,0,88,9,5,3,5,80,5,91.04975,1
3,0,26,8,6,5,6,65,3,60.98225,1
6,2,17,7,1,2,3,19,2,18.71525,0
5,2,55,8,9,3,5,95,2,82.81175,1
1,0,8,3,1,1,6,37,5,39.06475,0
6,0,87,8,5,2,4,35,4,66.3725,1
8,1,22,6,9,3,3,18,4,23.6075,0
10,1,43,3,3,4,4,87,3,69.9345,1
2,0,82,2,7,5,5,51,4,81.97725,1
10,2,96,1,3,4,2,2,2,45.931,0
1,0,11,10,6,5,3,90,4,61.9635,1
5,2,68,5,9,2,4,1,5,40.87025,0
5,1,4,3,4,3,2,9,5,11.64425,0
10,1,29,8,6,2,1,52,3,36.0075,0
1,1,89,10,3,3,2,11,2,51.9385,1
4,0,88,9,1,1,2,92,2,90.407,1
5,1,55,10,7,4,1,58,4,57.358,1
4,0,95,9,1,2,2,6,2,50.06875,1
3,0,87,9,4,4,1,84,4,88.58975,1
9,2,75,9,6,3,3,42,3,57.49575,1
10,0,39,4,4,5,3,58,1,50.79425,1
8,1,27,8,7,2,1,98,2,59.77375,1
4,2,70,2,1,3,3,77,2,77.94775,1
1,1,87,2,1,5,3,61,3,83.4495,1
8,2,72,8,6,4,4,30,1,52.315,1
4,1,41,4,2,4,3,86,1,69.12,1
8,2,50,5,1,1,5,37,1,45.6535,0
7,2,43,9,7,4,5,13,2,33.2475,0
5,1,75,7,1,5,5,58,1,74.14625,1
6,2,76,8,1,3,2,32,4,53.49075,1
6,0,31,6,4,1,6,6,4,28.69875,0
3,2,55,9,9,3,6,31,5,55.6025,1
7,0,21,3,8,3,3,20,4,26.72325,0
5,1,41,4,3,1,5,49,4,53.862,1
9,1,65,9,1,1,3,18,5,40.71425,0
9,1,10,4,7,2,1,30,4,18.52075,0
8,0,41,8,10,5,3,96,1,72.55375,1
7,0,52,9,5,3,4,24,5,44.33125,0
8,0,20,3,7,4,4,75,5,57.404,1
2,2,80,9,2,3,1,86,1,81.81725,1
8,1,67,3,8,2,2,10,3,38.12375,0
5,2,46,3,2,5,5,70,1,66.8835,1
4,0,82,6,8,2,3,66,2,78.878,1
10,1,25,10,4,5,4,50,5,42.468,0
3,0,56,7,6,3,6,36,5,60.792,1
8,1,52,1,6,2,3,93,2,75.558,1
4,2,94,8,9,2,4,70,4,88.04625,1
2,0,74,3,2,2,3,40,1,62.58325,1
1,0,59,3,7,5,2,82,4,80.942,1
7,0,36,4,1,5,5,59,4,58.6195,1
7,0,94,1,10,4,2,14,4,58.0125,1
2,2,8,3,3,5,2,15,4,18.6715,0
1,0,45,6,5,3,2,50,2,53.47975,1
1,0,55,6,5,4,5,13,1,45.63325,0
4,1,75,9,9,5,5,84,5,91.977,1
9,2,62,3,2,4,6,20,3,48.504,0
4,2,47,7,6,4,3,96,1,75.805,1
3,1,92,7,7,2,2,71,5,85.843,1
9,2,95,9,2,5,4,54,5,77.94675,1
3,0,47,10,7,5,5,32,4,52.11225,1
1,0,16,10,3,4,4,14,2,24.578,0
10,0,97,2,8,1,6,39,1,73.51875,1
6,0,36,7,4,2,4,77,2,62.25275,1
7,2,79,9,5,5,6,30,2,61.904,1
8,2,86,8,7,4,2,2,4,42.69375,0
6,2,33,5,4,2,3,92,4,66.675,1
10,0,2,3,5,4,5,81,5,52.1785,1
8,2,51,7,7,4,4,26,3,42.21325,0
4,1,40,1,5,5,5,76,4,72.25475,1
1,0,2,10,5,2,5,81,5,55.8275,1
9,1,8,5,2,1,6,26,1,22.31975,0
3,1,18,1,9,4,1,47,4,38.6445,0
10,1,61,7,1,4,4,81,3,73.9435,1
10,1,49,8,5,5,4,9,5,33.53625,0
1,0,22,10,5,2,2,76,1,53.138,1
10,1,5,5,8,4,6,9,3,15.85575,0
8,1,97,2,9,2,2,57,2,76.41875,1
9,1,86,2,1,4,6,55,4,79.98925,1
10,2,76,10,1,5,2,6,5,38.44925,0
8,0,28,3,7,1,2,17,1,21.5845,0
5,0,92,6,3,4,3,60,1,79.763,1
9,1,30,2,1,3,3,33,3,33.76575,0
7,1,52,4,7,1,3,41,5,50.34175,1
1,0,9,3,5,2,4,19,4,26.366,0
10,0,72,1,9,1,1,32,3,49.0625,0
5,1,19,7,10,5,3,89,5,63.339,1
3,0,96,3,10,2,3,2,2,54.5325,1
3,0,49,2,10,4,2,93,4,80.1985,1
9,2,23,6,8,3,3,39,5,33.824,0
5,1,100,8,4,2,4,90,5,101.5135,1
9,0,53,3,8,1,4,41,5,52.77725,1
9,2,74,8,5,4,5,45,2,63.0425,1
9,0,36,6,7,2,3,81,1,59.6365,1
5,1,62,7,8,4,4,91,1,82.99225,1
4,1,48,6,6,3,4,47,2,54.47475,1
10,2,39,9,10,5,6,47,1,48.986,0
10,2,94,4,9,5,3,34,4,65.85025,1
3,0,14,8,2,5,2,53,2,39.00725,0
6,0,57,10,7,1,3,60,2,60.086,1
2,2,21,1,6,2,3,56,2,45.5085,0
1,2,52,9,5,3,4,51,1,58.07775,1
1,1,68,6,10,1,4,76,1,79.743,1
8,1,1,9,9,1,2,97,2,48.214,0
3,1,86,5,10,2,6,69,4,90.88375,1
9,1,76,10,2,2,3,22,2,46.2375,0
6,1,62,10,8,2,5,17,5,46.89675,0
8,1,40,5,4,1,3,11,5,27.582,0
4,0,94,5,9,4,1,16,1,55.558,1
8,2,36,2,2,1,5,91,1,67.9075,1
1,1,60,2,6,5,3,66,3,73.772,1
9,1,36,3,10,5,5,9,5,32.51975,0
8,1,59,9,9,4,4,52,5,61.6445,1
7,0,18,2,1,2,1,57,1,36.329,0
7,1,86,9,6,5,4,63,1,78.24325,1
2,1,89,3,5,2,2,64,5,82.577,1
4,1,70,8,10,1,4,82,4,83.11125,1
8,1,100,1,7,3,1,46,4,72.34325,1
2,1,79,2,10,3,5,82,4,94.54,1
9,1,10,3,3,3,6,81,5,57.0465,1
8,1,7,3,2,3,3,97,1,54.86825,1
4,1,3,4,2,3,3,51,2,32.9075,0
9,2,54,3,2,5,2,83,5,70.805,1
10,0,20,6,5,5,6,72,1,54.97475,1
1,2,68,6,6,4,3,43,3,62.79675,1
7,1,42,1,1,3,5,29,3,43.73,0
8,2,10,3,2,2,4,46,5,33.60625,0
1,0,77,8,1,1,1,21,5,51.39075,1
3,1,74,5,4,3,6,84,5,93.60325,1
8,2,94,5,4,3,1,48,4,67.90775,1
9,1,51,4,8,3,6,77,3,73.39075,1
6,2,25,3,6,2,4,67,3,52.2115,1
7,0,2,2,7,2,2,47,1,26.4815,0
3,0,95,2,6,3,3,32,2,70.056,1
5,1,45,9,4,2,2,47,5,48.306,0
7,1,78,2,3,5,5,27,3,61.34675,1
7,1,29,3,8,4,4,83,3,64.26,1
4,2,66,6,10,2,3,43,4,59.2725,1
3,1,74,8,4,5,4,82,4,87.954,1
3,1,42,1,6,2,5,6,3,35.02425,0
2,2,37,7,3,3,3,27,2,36.65525,0
3,2,65,7,6,4,2,67,1,68.07525,1
2,1,28,10,1,3,3,76,5,59.7705,1
1,1,72,8,10,1,5,68,5,82.2305,1
10,2,64,4,6,1,6,3,5,39.4795,0
10,1,57,2,9,4,4,19,2,41.83825,0
9,2,32,1,3,4,2,5,4,19.22375,0
4,0,9,9,9,1,4,100,2,62.13975,1
7,2,98,10,5,2,3,26,4,61.475,1
5,1,66,4,5,4,4,40,1,59.09825,1
7,2,88,3,4,1,6,85,5,95.7945,1
1,0,100,7,10,3,1,54,4,81.6285,1
10,0,30,1,3,5,2,13,1,21.864,0
8,1,50,4,5,4,6,94,3,82.8315,1
1,2,2,1,2,1,3,68,4,43.731,0
9,1,19,6,7,2,4,9,3,17.1085,0
3,0,100,9,5,1,1,13,2,54.51275,1
1,1,84,7,5,4,4,44,5,75.2345,1
6,0,51,4,6,2,3,21,3,40.31775,0
8,2,15,10,8,5,5,82,4,56.79775,1
4,1,49,6,1,2,5,83,4,75.90375,1
3,2,32,7,8,3,1,62,4,49.414,0
5,1,73,4,2,2,6,76,2,84.32775,1
8,1,61,8,7,5,1,87,3,73.34525,1
6,2,1,3,5,2,1,9,1,2.52325,0
2,2,5,9,3,5,3,52,3,35.87225,0
1,2,19,9,8,2,6,62,2,52.77375,1
2,0,51,3,2,2,1,99,2,78.4765,1
6,1,95,1,8,5,2,81,3,92.62875,1
1,1,13,10,8,2,4,18,2,23.46175,0
4,1,68,5,9,4,3,96,1,87.83325,1
5,0,83,7,6,5,4,45,3,72.27725,1
7,0,30,8,7,2,3,34,5,36.6335,0
2,1,39,8,5,4,3,74,2,63.52675,1
5,0,21,5,3,5,2,10,1,18.809,0
1,2,1,8,8,4,2,47,4,31.0405,0
10,0,34,6,9,4,5,5,3,26.27125,0
6,1,85,6,3,3,2,37,3,61.43625,1
3,1,32,3,2,3,3,33,2,38.61425,0
10,0,91,3,5,3,2,2,1,43.57225,0
6,1,50,7,3,3,4,76,4,69.65575,1
7,0,46,8,1,1,3,33,1,39.1,0
3,0,80,1,3,3,3,27,5,62.56425,1
4,1,94,5,2,1,5,37,5,74.19,1
6,1,2,3,5,3,1,56,5,32.10825,0
2,1,54,9,3,4,5,13,4,44.55425,0
3,0,97,4,10,4,1,42,1,71.6765,1
2,0,95,5,3,2,2,65,3,84.45725,1
5,1,28,2,4,3,1,42,1,35.1635,0
1,1,61,1,10,3,2,38,5,58.5695,1
